policy_id,claim_id,customer_id,customer_name,ssn,email,phone,address,zip_code,state,policy_type,coverage_amount,premium,deductible,policy_start,policy_end,claim_date,claim_amount,claim_status,adjuster,settlement_amount,last_updated
POL-0001795,CLM-00001795,CUST-69352,Amanda Norris,286-93-5437,floydrobert@example.net,800.799.3352,204 Allen Coves Apt. 374,44883,NC,Commercial,695299.2,7821.33,5615.58,2023-07-12,2028-07-10,2024-11-23,403688.96,Approved,Jesse Tyler,,2024-08-03
POL-0001796,CLM-00001796,CUST-57511,Brandon Thomas Jr.,409-14-7034,matthew36@example.org,5828340403,67578 Murray Manors,49494,FL,Auto,192717.6,1994.99,7913.63,2024-02-04,2025-02-03,2024-03-05,78781.35,Rejected,Jennifer Reid,,2024-11-06
POL-0001797,CLM-00001797,CUST-27961,Angela Lopez,998-87-1176,lauramassey@example.net,502.799.4393,829 Adkins Viaduct,,CA,Commercial,57887.33,529.3,3534.23,2023-12-27,2027-12-26,2026-01-14,15883.66,Approved,Jennifer Reid,,2025-01-19
POL-0001798,CLM-00001798,CUST-52738,John Carlson,103-65-5054,hoganjenna@example.com,485-781-9661x83506,1999 Chambers Expressway,79953,GA,Life,147579.76,587.71,5483.14,2020-08-18,2025-08-17,2025-01-28,59023.38,Under Review,Kenneth White,,2024-05-28
POL-0001799,CLM-00001799,CUST-34977,Elizabeth Weber,195-26-4207,christopher05@example.com,(709)812-0923x3310,581 Gerald Trace,70813,WA,Commercial,664047.15,3622.15,6997.68,2024-01-14,2026-01-13,2025-04-27,183692.81,Settled,Eric Butler,183029.06,2025-09-09
POL-0001800,CLM-00001800,CUST-66534,Morgan Vargas,828-30-1724,lindseywolf@example.org,8956170947,8628 Carlson Plaza Suite 992,ZIP-NA,IL,Life,537060.79,3222.59,9973.11,2024-06-25,2029-06-24,2026-02-24,225021.09,Approved,Phillip Sherman,,2024-04-27
POL-0001801,CLM-00001801,CUST-97693,Kimberly Baker,973-88-3662,kara36@example.org,588-423-7625,35661 Fisher Ports,36495,TX,Health,941946.92,9756.6,577.26,2023-06-27,2028-06-25,2024-04-12,337600.43,Submitted,,,2025-04-21
POL-0001802,,CUST-46041,Stephanie Schwartz,319-77-6625,mendozacynthia@example.net,(820)398-6182x06944,95524 Rebecca Knolls,71386,AZ,Life,1331571.08,13189.93,2519.02,2021-07-21,2023-07-21,2021-09-06,236579.59,Settled,,236029.86,2024-09-30
POL-0001803,CLM-00001803,CUST-65964,James Mcdonald,755-68-4881,thomasmiller@example.net,4638237538,327 Carney Ridge,30261,NY,Home,675142.6,4649.62,722.69,2022-02-01,2026-01-31,2023-08-04,525930.21,Approved,Eric Butler,,2025-06-12
POL-0001804,CLM-00001804,CUST-92601,David Jackson,437-92-9008,glassanthony@example.com,(657)247-0021,347 Henry Drives Suite 478,ABCDE,NY,Life,940972.73,5439.06,512.14,2023-05-26,2027-05-25,2026-03-25,550101.53,Rejected,Phillip Sherman,,2026-01-22
POL-0001805,,CUST-27926,Daniel Thompson,438-11-7059,joan00@example.org,233-613-3161x09772,605 Yvette Haven,19779,NC,Life,705500.32,5046.34,5333.92,2022-01-09,2023-01-09,2022-12-21,500258.87,Submitted,,,2023-08-16
POL-0001806,CLM-00001806,CUST-46657,Louis Copeland,765-55-7065,lesliewest@example.com,+1-622-538-6596x8836,307 Jenna Rue,23434,FL,Home,665165.55,8974.58,9156.7,2025-03-13,2027-03-13,2025-11-19,34683.81,Submitted,,,2025-10-16
POL-0001807,CLM-00001807,CUST-49811,James Casey,294-32-3157,chapmankaren@example.net,+1-229-200-7717x73220,867 Riley Crescent,,FL,Commercial,1139543.03,5122.81,8362.62,2025-01-23,2029-01-22,2025-05-01,831701.55,Under Review,Caleb West,,2024-10-10
POL-0001808,CLM-00001808,CUST-14001,Anthony Pratt,408-48-9967,codylloyd@example.net,773.345.9482,44107 Short Drives,55872,IL,Health,25905.33,268.17,367.53,2021-06-26,2023-06-26,2021-09-13,13972.71,Under Review,,,2025-09-22
POL-0001809,CLM-00001809,CUST-75535,Karla Singh,842-87-3184,brandongarza@example.org,(692)297-4328,059 Smith Squares Apt. 709,19314,NC,Health,606911.02,5107.49,4970.27,2023-03-24,2025-03-23,2024-01-23,133271.04,Under Review,John Meyer,,2024-12-04
POL-0001810,CLM-00001810,CUST-44814,Marie Noble,984-78-5315,mooretroy@example.net,242.438.0824x57276,42299 Banks Meadow Apt. 499,33834,IL,Life,402820.11,5797.02,5017.67,2024-05-08,2026-05-08,2026-02-07,150760.48,Under Review,Douglas Ferguson,,2024-07-29
POL-0001811,CLM-00001811,CUST-84877,Nicole Brandt,718-49-5722,victoriaryan@example.net,001-209-361-2222x15407,11142 Amy Creek Apt. 427,,NC,Life,1279624.18,14987.62,9618.1,2021-03-15,2023-03-15,2021-12-15,837650.56,Approved,Louis Moyer,,2024-05-08
POL-0001812,CLM-00001812,CUST-92754,Denise Hines,865-96-5100,ryansmith@example.com,001-916-319-4179x78556,1663 Michele Junctions Suite 921,42294,TX,Life,780360.49,11058.51,280.15,2023-06-28,2028-06-26,2025-04-22,230050.59,Settled,Denise Green,146613.07,2025-01-01
POL-0001813,CLM-00001813,CUST-61677,Christian Greene,677-37-2770,breanna66@example.com,+1-516-603-1147,9185 Amber Corner Suite 195,19815,NC,Life,302129.19,3241.57,2823.06,2023-07-01,2027-06-30,2024-04-15,81225.03,Settled,John Meyer,75890.08,2025-02-12
POL-0001814,CLM-00001814,CUST-60254,Tracy Carter,787-94-6471,marykim@example.org,+1-761-250-1941x51523,89704 Lambert Radial Apt. 295,,GA,Home,1350638.33,2898.87,6726.56,2022-04-17,2026-04-16,2023-03-04,627363.4,Rejected,Phillip Sherman,,2026-02-19
POL-0001815,,CUST-41160,Justin Wolfe,847-17-7687,fflynn@example.com,7512633635,7140 Martin Hills,80497,TX,Life,1297700.75,10361.47,2450.97,2022-02-17,2026-02-16,2023-05-11,290448.86,Approved,Renee Patel,,2024-11-29
POL-0001816,CLM-00001816,CUST-49120,Jennifer Lewis,176-81-5733,orojas@example.org,768.231.9604x51918,920 Tracy Meadow Apt. 494,23022,IL,Life,1651116.68,12655.31,6839.12,2022-12-30,2025-12-29,2023-07-10,1063751.85,Approved,Dr. Tina Reyes MD,,2025-12-25
POL-0001817,CLM-00001817,CUST-56061,Robert Christensen,378-89-5847,oorozco@example.org,585-890-8846,5978 Moss Divide Apt. 519,62492,TX,Auto,453549.68,3927.37,3244.57,2022-11-23,2025-11-22,2023-08-02,339049.24,Approved,Michelle Davis,,2022-11-22
POL-0001818,CLM-00001818,CUST-88166,John Cannon,437-18-9923,mmann@example.org,222.813.8292x559,4045 Stafford Station,98873,WA,Commercial,688604.76,6726.89,9393.57,2021-05-18,2022-05-18,2021-05-24,6598.69,Under Review,Renee Patel,,2024-12-05
POL-0001819,,CUST-78418,Jessica Davis,722-24-6080,johnny00@example.net,(498)499-6985,62346 Justin Junctions,53707,CO,Health,158809.65,2063.79,4551.89,2025-03-10,2026-03-10,2025-12-13,89291.83,Approved,Michelle Davis,,2025-08-27
POL-0001820,CLM-00001820,CUST-13916,Heather Butler,161-48-9264,donaldkelly@example.com,(827)422-6387,0102 Jeffrey Stravenue Apt. 025,04161,GA,Commercial,243796.0,626.62,6722.5,2024-12-10,2029-12-09,2025-11-16,72455.37,Approved,Eric Butler,,2024-10-26
POL-0001821,CLM-00001821,CUST-85125,Jonathan Jacobs,115-87-4890,jamesjordan@example.org,967.925.9581,7271 Randy Island,,IL,Life,1639786.79,19851.69,5122.85,2020-05-08,2024-05-07,2021-02-14,955612.86,Under Review,Michelle Davis,,2026-02-02
POL-0001822,CLM-00001822,CUST-76086,Charles Bell,908-18-7072,jonathangarcia@example.org,4314422173,0382 Buckley Pines Apt. 609,35545,WA,Health,1956044.86,11954.11,2060.5,2021-06-01,2018-05-06,2022-10-02,462693.01,Approved,Brian Hernandez,,2025-11-25
POL-0001823,CLM-00001823,CUST-51370,William Garcia,922-98-3222,andersondaniel@example.com,555.912.6319x9938,524 Harmon Lakes Suite 167,03708,CA,Auto,1236230.98,5792.68,1176.5,2022-05-18,2027-05-17,2025-11-24,731500.6,Under Review,Ashley Mcclain,,2024-06-01
POL-0001824,CLM-00001824,CUST-74793,Benjamin Mcmillan,479-89-8859,shawn16@example.com,400.626.3142x033,023 Baker Loaf,99409,FL,Commercial,287065.51,4081.77,3233.28,2021-06-19,2024-06-18,2024-04-27,95192.48,Under Review,Renee Patel,,2021-12-22
POL-0001825,CLM-00001825,CUST-13953,Jason Harris,479-12-6276,anne32@example.org,(717)963-6805x675,374 Danielle Islands Suite 914,23205,AZ,AUTO,1022416.5,9964.68,9020.56,2025-01-29,2028-01-29,2026-01-17,774946.81,Rejected,Phillip Sherman,,2026-03-20
POL-0001826,CLM-00001826,CUST-98452,Christopher Stephenson,184-78-9657,jenniferchen@example.org,001-675-322-7669x099,11259 Daniel Lock,35454,TX,Commercial,1425439.02,7557.97,3603.94,2021-07-17,2024-07-16,2023-12-31,838762.65,Under Review,Renee Patel,,2024-10-14
POL-0001827,CLM-00001827,CUST-20630,Patricia Hawkins,819-78-4197,xbriggs@example.org,9603784418,771 Jennings Landing Suite 809,16456,WA,Commercial,833149.1,2226.44,5575.3,2021-03-28,2024-03-27,2023-02-14,2402436.467772688,Under Review,Karen Miller,,2025-03-14
POL-0001828,CLM-00001828,CUST-10193,Michelle Reynolds,425-42-3224,darmstrong@example.net,9952598791,8669 Herrera Pike Apt. 375,79368,GA,Health,893288.41,3428.64,2965.34,2022-07-25,2023-07-25,2022-11-19,581464.24,Under Review,Eric Butler,,2024-08-05
POL-0001829,CLM-00001829,CUST-60492,Brian Duran,257-67-5294,larsonthomas@example.org,461.671.5116x5694,981 Powell Dam,93576,NY,Home,195287.49,1811.35,8312.13,2024-07-09,2025-07-09,2025-03-14,112161.88,Settled,Brian Hernandez,91598.65,2024-10-07
POL-0001830,,CUST-32885,Taylor Ward,333-51-6192,pbradshaw@example.org,(228)437-9249x09975,84734 John Landing,72567,CA,Auto,891073.45,5332.29,7039.41,2024-06-15,2025-06-15,2024-08-01,47587.59,Approved,Jennifer Reid,,2025-01-05
POL-0001831,CLM-00001831,CUST-96583,Christie Watson,541-26-1528,baileyjasmine@example.org,(380)366-1085,339 Ariana Cove,66641,NC,HEALTH,1004690.33,4004.52,1354.6,2023-03-23,2026-03-22,2023-08-11,569569.28,Submitted,,,2025-11-26
POL-0001832,CLM-00001832,CUST-76833,Alexander Pearson,618-62-1721,alexander20@example.org,252.841.4920x40675,0401 Susan Stream,77149,IL,Commercial,1784333.81,18765.93,252.44,2023-08-26,2024-08-25,2024-01-06,366522.08,Under Review,Kenneth White,,2026-04-02
POL-0001833,,CUST-90729,Stacy Bailey,654-74-6327,rhodesdonald@example.com,+1-575-865-4521,275 Rachel Forest Apt. 039,55605,WA,Life,98315.32,701.12,5025.93,2022-09-17,2025-09-16,2025-07-13,13227.57,Submitted,,,2025-07-06
POL-0001834,,CUST-59382,Bailey Hamilton,222-26-7123,bartlettlogan@example.net,6082013857,6395 Kirk Fall,10840,CO,Life,1556253.59,18638.77,5910.21,2020-09-04,2025-09-03,2023-09-30,169296.61,Submitted,,,2025-02-28
POL-0001835,CLM-00001835,CUST-79850,Michael David,986-98-4461,wrobinson@example.net,(890)726-3730,2170 Marshall Walks Suite 817,28082,CA,Health,1858954.32,3985.68,5277.05,2020-07-01,2024-06-30,2020-10-08,373782.28,Under Review,John Meyer,,2025-04-24
POL-0001836,,CUST-11130,Harold Bentley,863-37-6971,gcardenas@example.org,+1-801-216-8441x477,1298 Robert Rue Suite 734,53580,TX,Commercial,1668611.43,14393.85,7856.47,2021-11-24,2026-11-23,2025-12-10,195638.96,Approved,Michelle Davis,,2025-07-25
POL-0001837,CLM-00001837,CUST-47197,Patrick Montgomery,677-48-8251,jrivera@example.com,377-355-0587x123,47156 Ryan Fords Apt. 740,14495,NC,Commercial,561778.05,7832.12,6303.56,2020-06-18,2022-06-18,2021-05-15,142197.41,Rejected,Douglas Ferguson,,2023-12-24
POL-0001838,CLM-00001838,CUST-97371,Jeff Glass,364-59-7258,james62@example.net,(422)711-3927x316,0958 Brian Fall,77695,GA,Life,1269215.71,5578.07,4445.76,2024-05-02,2029-05-01,2024-07-05,84658.06,Submitted,,,2023-03-05
POL-0001839,CLM-00001839,CUST-94077,Tracy Conley,981-68-7261,pberger@example.org,001-775-959-2418x611,8901 Jessica Shore,83722,NC,Life,1030698.0,5984.16,5316.68,2023-02-03,2024-02-03,2024-01-25,111937.01,Rejected,Brian Hernandez,,2026-01-25
POL-0001840,CLM-00001840,CUST-65851,Sandra Harris,328-53-8204,stevenstephens@example.net,001-812-723-4920x6834,160 Charles Forks Suite 465,69946,WA,Auto,1689046.3,18578.84,7647.73,2022-08-22,2027-08-21,2023-09-27,116639.47,Rejected,Victor Morgan,,2026-03-26
POL-0001841,CLM-00001841,CUST-64139,Jennifer Miles,648-35-4265,kevingreen@example.com,620.619.4443,616 Jamie Lodge Suite 770,44481,TX,Auto,606056.1,2612.72,6777.16,2025-04-08,2027-04-08,2026-01-07,400821.56,Approved,Brian Hernandez,,2025-09-03
POL-0001842,,CUST-34935,Jenna Mills,261-67-1810,tina86@example.net,(772)938-1537,18222 Jamie Throughway,22116,WA,Auto,364574.11,2145.46,333.13,2024-08-11,2028-08-10,2025-10-30,69308.75,Settled,Phillip Sherman,67797.32,2023-04-17
POL-0001843,CLM-00001843,CUST-10780,Michael Diaz,937-52-9661,sarahhensley@example.com,614.365.8703x767,1031 Hill Stream,01494,CO,Life,1812575.83,4315.89,7532.01,2023-12-10,2024-12-09,2024-03-08,1108538.49,Approved,Michelle Davis,,2025-07-21
POL-0001844,CLM-00001844,CUST-98667,Michele Perez,546-22-5008,bethwalker@example.net,2638630664,5369 Cheryl Bridge Apt. 193,49442,GA,Home,1294349.43,9587.1,2138.82,2020-11-01,2021-11-01,2020-11-18,671920.39,Rejected,Renee Patel,,2025-07-07
POL-0001845,CLM-00001845,CUST-51224,Jessica Foster,989-75-1117,myersjessica@example.com,5698364657,0840 Jessica Courts Suite 013,05200,NY,Health,273353.1,3850.56,500.28,2025-03-22,2028-03-21,2026-02-25,365194.97493744973,Under Review,Jesse Tyler,,2022-08-30
POL-0001846,CLM-00001846,CUST-58307,Kristina Tate,889-82-7625,brownmatthew@example.org,997.366.8652,31764 Brandon Hill Apt. 380,45346,WA,Life,1487219.11,4467.23,1106.24,2023-12-07,2025-12-06,2025-05-31,875932.19,Rejected,,,2025-06-29
POL-0001847,,CUST-17170,Ashley Morris,427-82-4474,gomezapril@example.com,(928)458-5850x7098,896 Jamie Points Apt. 762,85925,CO,health,1678899.32,20908.61,781.77,2024-03-25,2029-03-24,2024-09-13,15212.23,Settled,Brian Hernandez,14005.27,2024-12-01
POL-0001848,CLM-00001848,CUST-20827,Matthew Pierce,408-82-4047,michelle40@example.com,001-991-772-1860x6480,8900 James Locks,94671,CO,Health,759375.13,9381.57,5253.57,2020-05-29,2021-05-29,2020-07-11,404953.67,Submitted,,,2025-07-04
POL-0001849,CLM-00001849,CUST-27446,Michelle Turner,459-96-1217,julian04@example.com,274-424-3286x452,232 Gregory Rapids,41183,FL,Health,558942.77,6996.57,5953.91,2021-07-13,2023-07-13,2022-03-04,45026.97,Rejected,,,2024-07-20
POL-0001850,CLM-00001850,CUST-45706,Charles Finley,301-75-3420,joseph14@example.com,909-827-5563,26088 Willis Drive Apt. 321,74242,CO,Health,442258.24,2285.8,8986.17,2024-05-05,2029-05-04,2025-10-27,224271.08,Submitted,,,2025-02-02
POL-0001851,CLM-00001851,CUST-25413,Dana Tucker,625-71-3339,johnthomas@example.net,635.708.0465x2025,51298 Jennifer Coves Apt. 107,,AZ,Auto,1564087.86,6665.6,9523.33,2023-04-01,2028-03-30,2024-08-06,340883.17,Submitted,,,2024-10-23
POL-0001852,CLM-00001852,CUST-19186,Andrew Miller,294-65-4245,erica64@example.net,001-371-359-9837x73547,11805 Davis Shores,,TX,Health,468709.34,3150.11,9183.45,2020-08-23,2022-08-23,2021-07-10,783323.8621937922,Approved,Michelle Davis,,2025-12-12
POL-0001853,CLM-00001853,CUST-70090,Elizabeth Walker,663-17-9953,vbrown@example.org,+1-252-458-2895x9579,196 Justin Tunnel,41668,NC,Auto,1257867.0,17419.2,5064.9,2020-07-08,2023-07-08,2021-10-14,905724.0,Settled,,638254.08,2024-04-19
POL-0001854,CLM-00001854,CUST-94881,Victoria Garcia,276-99-4439,eugenewalker@example.com,(257)322-0740x42255,22908 Martinez Knolls Suite 866,27788,AZ,Life,376007.97,3557.1,9609.04,2024-11-05,2028-11-04,2025-04-20,67081.15,Rejected,Ashley Mcclain,,2026-04-02
POL-0001855,CLM-00001855,CUST-46588,Kristine Brock,199-96-3063,woodbrittney@example.net,524-501-5821,748 Molly Road,68456,CO,Commercial,742225.77,5619.48,7394.85,2021-09-11,2024-09-10,2024-04-07,546819.03,Rejected,Jesse Tyler,,2024-12-05
POL-0001856,CLM-00001856,CUST-43955,Marcus Riley,259-50-4589,phelpstara@example.com,655.352.3885,37502 Matthew Forks Suite 069,41790,TX,Home,965605.75,9915.05,9544.08,2025-03-08,2029-03-07,2026-02-10,436989.19,Submitted,,,2024-08-13
POL-0001857,,CUST-92497,Danielle Garcia,975-97-8500,kimberly36@example.net,001-843-249-4562x50090,088 Miguel Plains Suite 935,03798,NC,Commercial,931463.6,9795.16,8244.9,2021-08-30,2025-08-29,2023-05-29,361481.99,Under Review,,,2024-10-05
POL-0001858,CLM-00001858,CUST-54598,Margaret Butler,109-16-4351,wilkersonandrew@example.net,(984)410-3163,911 Brown Creek Apt. 866,74641,TX,Life,1558999.32,22021.64,3887.24,2021-03-02,2026-03-01,2024-10-22,634153.97,Under Review,Brian Hernandez,,2025-12-28
POL-0001859,CLM-00001859,CUST-51734,Michael Foley,332-89-7160,lopezapril@example.com,+1-791-934-1123x7050,78817 Brown Street Suite 926,96594,AZ,Health,1971916.24,18041.63,2301.52,2022-07-29,2019-04-07,2025-03-08,1508449.07,Rejected,Eric Butler,,2024-09-16
POL-0001860,,CUST-54120,Diane Medina,683-54-4048,estradabrett@example.com,(895)965-1402x1858,590 Brooke Port,86737,FL,Life,1180860.63,16227.01,7954.47,2024-03-29,2019-01-28,2024-05-27,186558.26,Under Review,Jesse Tyler,,2025-08-03
POL-0001861,CLM-00001861,CUST-56804,Jerry Davis,813-21-9919,tiffanywebb@example.net,9836884987,4107 Baker Squares Suite 031,78682,WA,Health,683381.39,7185.18,9640.61,2023-08-11,2024-08-10,2024-04-27,386715.85,Submitted,,,2025-03-11
POL-0001862,CLM-00001862,CUST-16497,Ashley Strickland,850-81-2829,sadams@example.net,001-673-926-2071,94494 Sanchez Isle Apt. 604,26606,NC,Commercial,970006.54,7540.5,8912.2,2021-08-19,2026-08-18,2026-01-11,97089.13,Settled,Michelle Davis,79947.26,2021-07-31
POL-0001863,CLM-00001863,CUST-92622,Randy Weber,726-22-2661,bgonzales@example.org,001-733-224-4507,95764 Marvin Rapid Suite 418,66253,NY,Life,92847.84,1263.41,2507.67,2024-02-18,2025-02-17,2024-06-14,3754.32,Settled,Jennifer Reid,3097.59,2025-01-14
POL-0001864,CLM-00001864,CUST-19380,Mariah Davis,272-61-1029,lawrencerebecca@example.com,001-848-546-6063,560 Adams Greens,43256,AZ,Life,390447.87,4797.1,5147.62,2022-12-06,2023-12-06,2023-05-07,154107.11,Settled,Phillip Sherman,129669.87,2025-03-02
POL-0001865,CLM-00001865,CUST-89563,Lori Hodges,102-91-2851,nmaddox@example.net,515-491-6972,54896 Rose Road,65834,CA,Life,1677100.94,8066.39,5881.53,2020-10-24,2023-10-24,2023-08-14,1062919.49,Rejected,Jesse Tyler,,2024-01-01
POL-0001866,CLM-00001866,CUST-18129,Stacy Johnson,377-44-7607,heatherdennis@example.com,001-903-432-3049x4309,029 Marc Throughway Suite 913,999,CA,Health,1166447.05,9821.89,5857.35,2023-04-23,2027-04-22,2025-08-22,1769315.4861818487,Settled,Caleb West,737862.32,2024-05-23
POL-0001867,CLM-00001867,CUST-96552,Donna Yates,263-17-3900,kathleenowen@example.net,266-807-3981x391,86817 Yvonne Junctions Apt. 544,68448,AZ,Life,1176697.56,16866.93,7968.12,2023-03-02,2026-03-01,2023-11-02,203117.68,Settled,Ashley Mcclain,186055.93,2024-12-24
POL-0001868,CLM-00001868,CUST-16116,Benjamin Daniels,209-48-5554,shawnarnold@example.net,+1-831-238-4229x382,4371 Cabrera Plaza,10432,NY,Health,1509363.37,4949.11,9011.11,2021-02-17,2026-02-16,2022-09-15,591750.3,Submitted,,,2025-04-06
POL-0001869,,CUST-19631,Valerie Rodgers,158-70-6136,guzmannicole@example.net,(804)556-9166x95828,96021 Martinez Landing,49195,NY,Auto,978385.09,4468.93,7665.16,2020-11-17,2024-11-16,2022-05-02,617418.19,Submitted,,,2025-11-19
POL-0001870,CLM-00001870,CUST-97743,Jessica Ortega,315-71-6698,tami60@example.net,347-731-7072x0544,1889 Adrienne Mill Apt. 128,36664,WA,Commercial,1367766.13,7444.72,1185.0,2023-01-04,2026-01-03,2025-06-29,183601.68,Under Review,Wendy Smith,,2025-04-05
POL-0001871,CLM-00001871,CUST-20698,John Jennings,375-76-6474,rachaelalexander@example.com,413-751-3908,71100 Lewis Shoal,66694,CO,Home,773938.85,2699.52,6250.84,2024-02-26,2026-02-25,2025-02-04,511057.59,Under Review,Douglas Ferguson,,2025-12-16
POL-0001872,CLM-00001872,CUST-39223,Crystal Smith,941-89-4966,kimberlymay@example.org,(715)402-7560,4021 Lee Ramp Apt. 218,ZIP-NA,CA,Health,1312389.0,19097.69,1409.37,2020-06-28,2023-06-28,2021-02-08,559625.92,Approved,,,2024-10-31
POL-0001873,CLM-00001873,CUST-77541,Allen Reed,971-20-2081,nunezdonna@example.org,4097963673,6625 Marcia Route Suite 212,00000,WA,HEALTH,1866367.69,14631.65,4345.0,2022-04-23,2026-04-22,2023-07-29,212287.45,Under Review,Dr. Tina Reyes MD,,2022-06-04
POL-0001874,CLM-00001874,CUST-24652,Jeffrey Foley,186-45-7207,victoriahamilton@example.net,820.685.0565x7044,6066 Fields Ridge,59090,AZ,Auto,1919637.89,9064.13,568.77,2020-12-20,2022-12-20,2021-03-30,222667.71,Submitted,,,2026-03-14
POL-0001875,CLM-00001875,CUST-14783,Kyle Allen,963-23-5510,derrick96@example.com,474-214-4078,88868 Kathleen Ford,17509,NY,Health,1559204.36,6080.02,4567.54,2021-10-04,2024-10-03,2024-04-07,70795.87,Approved,Douglas Ferguson,,2023-02-22
POL-0001876,,CUST-77057,Frank Wright,230-45-5497,lisa39@example.com,(539)803-7268,85517 Kenneth Manors,01271,CA,Auto,1311390.66,19072.51,1628.27,2022-10-10,2026-10-09,2025-10-17,689916.14,Settled,Wendy Smith,476069.55,2024-10-01
POL-0001877,CLM-00001877,CUST-20690,Vincent Moody,139-75-5816,christopher87@example.net,407.518.8051,45434 Anna Inlet,58303,FL,Commercial,346470.28,2801.41,6990.77,2024-04-09,2027-04-09,2024-11-10,7311.47,Settled,Phillip Sherman,5532.85,2022-05-09
POL-0001878,CLM-00001878,CUST-36526,Sean Ingram,261-55-7808,krista40@example.net,+1-663-844-1282x5662,41777 Lopez Springs,34613,FL,Health,827719.84,11132.1,6411.71,2021-11-25,2023-11-25,2023-03-11,478343.56,Under Review,John Meyer,,2025-01-05
POL-0001879,,CUST-53578,Ernest Lane,477-22-8111,ronaldcarey@example.com,(925)540-7325x0021,93731 Taylor Island Apt. 452,57239,FL,Commercial,1789270.38,14472.37,9161.48,2024-11-03,2025-11-03,2025-06-27,1039881.48,Approved,Eric Butler,,2025-06-29
POL-0001880,CLM-00001880,CUST-46558,Ashley Potts,689-63-2429,fritzrobert@example.net,(834)279-0847x30248,98952 Joshua Mews,63283,AZ,Auto,146892.39,1049.98,5588.76,2021-08-04,2026-08-03,2025-08-29,14624.67,Rejected,,,2021-06-07
POL-0001881,CLM-00001881,CUST-29585,Angela Perez,160-73-6544,qharding@example.org,853.993.1589,8241 Jennifer Falls Apt. 571,95011,AZ,Health,122081.9,666.07,6381.2,2021-10-10,2023-10-10,2022-07-29,82483.46,Settled,Douglas Ferguson,58564.12,2026-01-24
POL-0001882,,CUST-51686,Nicole Franklin,315-17-4156,hberg@example.net,589-667-3879x0129,062 Tran Plain,81927,AZ,Home,1767701.17,7907.44,1343.96,2022-10-13,2024-10-12,2023-12-15,1290628.66,Rejected,John Meyer,,2024-04-27
